Number of measurement points: 28787
Sample Rate (Hz): 200
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	-0.0107699963264167	1.18991462211125
1	0.005	-0.0107699963264167	1.18991462211125
2	0.01	-0.0107699963264167	1.19120429409668
3	0.015	-0.0107699963264167	1.18991462211125
4	0.02	-0.0107699963264167	1.18991462211125
5	0.025	-0.00948032434098423	1.18991462211125
6	0.03	-0.0107699963264167	1.18991462211125
7	0.035	-0.00948032434098423	1.18991462211125
8	0.04	-0.0107699963264167	1.18991462211125
9	0.045	-0.0107699963264167	1.18991462211125
10	0.05	-0.0107699963264167	1.18991462211125
11	0.055	-0.0107699963264167	1.18991462211125
12	0.06	-0.00948032434098423	1.18991462211125
13	0.065	-0.00948032434098423	1.18991462211125
14	0.07	-0.0107699963264167	1.19120429409668
15	0.075	-0.0107699963264167	1.18991462211125
16	0.08	-0.0107699963264167	1.18991462211125
17	0.085	-0.0107699963264167	1.18991462211125
18	0.09	-0.0107699963264167	1.19120429409668
19	0.095	-0.0107699963264167	1.19120429409668
20	0.1	-0.00948032434098423	1.18991462211125
21	0.105	-0.0107699963264167	1.18991462211125
22	0.11	-0.0107699963264167	1.18991462211125
23	0.115	-0.0107699963264167	1.18991462211125
24	0.12	-0.0107699963264167	1.19120429409668
25	0.125	-0.0107699963264167	1.18991462211125
26	0.13	-0.0107699963264167	1.18991462211125
27	0.135	-0.00948032434098423	1.19120429409668
28	0.14	-0.0107699963264167	1.18991462211125
29	0.145	-0.0107699963264167	1.19120429409668
30	0.15	-0.00948032434098423	1.18991462211125
31	0.155	-0.00948032434098423	1.19120429409668
32	0.16	-0.0107699963264167	1.19120429409668
33	0.165	-0.0107699963264167	1.19120429409668
34	0.17	-0.0107699963264167	1.18991462211125
35	0.175	-0.0107699963264167	1.19120429409668
36	0.18	-0.00948032434098423	1.19120429409668
37	0.185	-0.00948032434098423	1.18991462211125
38	0.19	-0.0107699963264167	1.18991462211125
39	0.195	-0.0120596683118492	1.18991462211125
40	0.2	-0.0107699963264167	1.19120429409668
41	0.205	-0.00948032434098423	1.19120429409668
42	0.21	-0.0107699963264167	1.18991462211125
43	0.215	-0.00948032434098423	1.18991462211125
44	0.22	-0.0107699963264167	1.18991462211125
45	0.225	-0.0107699963264167	1.18991462211125
46	0.23	-0.0120596683118492	1.18991462211125
47	0.235	-0.0107699963264167	1.18991462211125
