Number of measurement points: 37059
Sample Rate (Hz): 200
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	-0.0043216363992542	1.35112362029031
1	0.005	-0.00561130838468671	1.35112362029031
2	0.01	-0.0043216363992542	1.35112362029031
3	0.015	-0.00561130838468671	1.35112362029031
4	0.02	-0.00690098037011921	1.35112362029031
5	0.025	-0.00561130838468671	1.35112362029031
6	0.03	-0.0043216363992542	1.35112362029031
7	0.035	-0.00561130838468671	1.35112362029031
8	0.04	-0.00561130838468671	1.35112362029031
9	0.045	-0.00561130838468671	1.35112362029031
10	0.05	-0.00561130838468671	1.35112362029031
11	0.055	-0.00561130838468671	1.35112362029031
12	0.06	-0.00561130838468671	1.35112362029031
13	0.065	-0.00561130838468671	1.35112362029031
14	0.07	-0.0043216363992542	1.35112362029031
15	0.075	-0.00561130838468671	1.35112362029031
16	0.08	-0.00561130838468671	1.35112362029031
17	0.085	-0.00561130838468671	1.35112362029031
18	0.09	-0.00561130838468671	1.35112362029031
19	0.095	-0.00561130838468671	1.35112362029031
20	0.1	-0.00561130838468671	1.34983394830488
21	0.105	-0.0043216363992542	1.35112362029031
22	0.11	-0.00561130838468671	1.35112362029031
23	0.115	-0.00561130838468671	1.35112362029031
24	0.12	-0.00561130838468671	1.35112362029031
25	0.125	-0.00561130838468671	1.35112362029031
26	0.13	-0.00561130838468671	1.35112362029031
27	0.135	-0.00561130838468671	1.35112362029031
28	0.14	-0.00561130838468671	1.35112362029031
29	0.145	-0.0043216363992542	1.35112362029031
30	0.15	-0.00561130838468671	1.35112362029031
31	0.155	-0.0043216363992542	1.35112362029031
32	0.16	-0.00561130838468671	1.35112362029031
33	0.165	-0.00561130838468671	1.35112362029031
34	0.17	-0.00561130838468671	1.35112362029031
35	0.175	-0.00561130838468671	1.35112362029031
36	0.18	-0.00561130838468671	1.34983394830488
37	0.185	-0.00561130838468671	1.35112362029031
38	0.19	-0.00561130838468671	1.35112362029031
39	0.195	-0.0043216363992542	1.35112362029031
40	0.2	-0.00561130838468671	1.34983394830488
41	0.205	-0.00561130838468671	1.35112362029031
42	0.21	-0.00561130838468671	1.35112362029031
43	0.215	-0.00561130838468671	1.35112362029031
44	0.22	-0.00561130838468671	1.35112362029031
45	0.225	-0.00561130838468671	1.35112362029031
46	0.23	-0.00561130838468671	1.35112362029031
47	0.235	-0.00561130838468671	1.35112362029031
48	0.24	-0.00561130838468671	1.35112362029031
49	0.245	-0.00561130838468671	1.35112362029031
50	0.25	-0.00561130838468671	1.35112362029031
51	0.255	-0.00561130838468671	1.34983394830488
