Number of measurement points: 31496
Sample Rate (Hz): 200
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	-0.0043216363992542	1.22860478167422
1	0.005	-0.0043216363992542	1.22860478167422
2	0.01	-0.0043216363992542	1.22989445365965
3	0.015	-0.0043216363992542	1.22860478167422
4	0.02	-0.0043216363992542	1.22989445365965
5	0.025	-0.0043216363992542	1.22860478167422
6	0.03	-0.0030319644138217	1.22860478167422
7	0.035	-0.0043216363992542	1.22860478167422
8	0.04	-0.0043216363992542	1.22860478167422
9	0.045	-0.0043216363992542	1.22989445365965
10	0.05	-0.0043216363992542	1.22989445365965
11	0.055	-0.0043216363992542	1.22860478167422
12	0.06	-0.0043216363992542	1.22860478167422
13	0.065	-0.0043216363992542	1.22989445365965
14	0.07	-0.0043216363992542	1.22860478167422
15	0.075	-0.0043216363992542	1.22860478167422
16	0.08	-0.0030319644138217	1.22860478167422
17	0.085	-0.0030319644138217	1.22989445365965
18	0.09	-0.0030319644138217	1.22989445365965
19	0.095	-0.0030319644138217	1.22860478167422
20	0.1	-0.0043216363992542	1.22860478167422
21	0.105	-0.0043216363992542	1.22860478167422
22	0.11	-0.0043216363992542	1.22989445365965
23	0.115	-0.0043216363992542	1.22860478167422
24	0.12	-0.0043216363992542	1.22860478167422
25	0.125	-0.0030319644138217	1.22860478167422
26	0.13	-0.0030319644138217	1.22860478167422
27	0.135	-0.0043216363992542	1.22860478167422
28	0.14	-0.0043216363992542	1.22989445365965
29	0.145	-0.0043216363992542	1.22989445365965
30	0.15	-0.0043216363992542	1.22860478167422
31	0.155	-0.0030319644138217	1.22860478167422
32	0.16	-0.0030319644138217	1.22860478167422
33	0.165	-0.0043216363992542	1.22989445365965
34	0.17	-0.0043216363992542	1.22989445365965
35	0.175	-0.0043216363992542	1.22860478167422
36	0.18	-0.0043216363992542	1.22860478167422
37	0.185	-0.0030319644138217	1.22989445365965
38	0.19	-0.0043216363992542	1.22860478167422
39	0.195	-0.0043216363992542	1.22860478167422
40	0.2	-0.0043216363992542	1.22860478167422
41	0.205	-0.0043216363992542	1.22860478167422
42	0.21	-0.0030319644138217	1.22989445365965
43	0.215	-0.0043216363992542	1.22989445365965
44	0.22	-0.0043216363992542	1.22860478167422
45	0.225	-0.0043216363992542	1.22860478167422
46	0.23	-0.0043216363992542	1.22860478167422
47	0.235	-0.0043216363992542	1.22989445365965
48	0.24	-0.0043216363992542	1.22989445365965
49	0.245	-0.0043216363992542	1.22860478167422
50	0.25	-0.0043216363992542	1.22860478167422
51	0.255	-0.0043216363992542	1.22860478167422
52	0.26	-0.0043216363992542	1.22989445365965
53	0.265	-0.0030319644138217	1.22860478167422
54	0.27	-0.0043216363992542	1.22989445365965
55	0.275	-0.0043216363992542	1.22989445365965
56	0.28	-0.0043216363992542	1.22989445365965
57	0.285	-0.0043216363992542	1.22989445365965
58	0.29	-0.0043216363992542	1.22860478167422
59	0.295	-0.0043216363992542	1.22989445365965
60	0.3	-0.0030319644138217	1.22989445365965
61	0.305	-0.0043216363992542	1.22860478167422
62	0.31	-0.0043216363992542	1.22860478167422
63	0.315	-0.0043216363992542	1.22860478167422
64	0.32	-0.0030319644138217	1.22860478167422
65	0.325	-0.0043216363992542	1.22989445365965
66	0.33	-0.0043216363992542	1.22860478167422
67	0.335	-0.0043216363992542	1.22860478167422
68	0.34	-0.0043216363992542	1.22860478167422
69	0.345	-0.0043216363992542	1.22989445365965
70	0.35	-0.0043216363992542	1.22860478167422
71	0.355	-0.0043216363992542	1.22860478167422
72	0.36	-0.0030319644138217	1.22860478167422
73	0.365	-0.0043216363992542	1.22989445365965
74	0.37	-0.0043216363992542	1.22989445365965
75	0.375	-0.0043216363992542	1.22860478167422
76	0.38	-0.0043216363992542	1.22989445365965
77	0.385	-0.0030319644138217	1.22860478167422
78	0.39	-0.0043216363992542	1.22989445365965
79	0.395	-0.0043216363992542	1.22989445365965
80	0.4	-0.0030319644138217	1.22989445365965
81	0.405	-0.0043216363992542	1.22989445365965
82	0.41	-0.0043216363992542	1.22989445365965
83	0.415	-0.0043216363992542	1.22989445365965
84	0.42	-0.0043216363992542	1.22989445365965
85	0.425	-0.0043216363992542	1.22860478167422
86	0.43	-0.0043216363992542	1.22989445365965
87	0.435	-0.0030319644138217	1.22989445365965
88	0.44	-0.0030319644138217	1.22860478167422
89	0.445	-0.0043216363992542	1.22989445365965
90	0.45	-0.0043216363992542	1.22989445365965
91	0.455	-0.0043216363992542	1.22989445365965
92	0.46	-0.0043216363992542	1.22989445365965
93	0.465	-0.0030319644138217	1.22989445365965
94	0.47	-0.0030319644138217	1.22989445365965
95	0.475	-0.0043216363992542	1.22860478167422
96	0.48	-0.0043216363992542	1.22989445365965
97	0.485	-0.0043216363992542	1.22989445365965
98	0.49	-0.0043216363992542	1.22989445365965
99	0.495	-0.0043216363992542	1.22989445365965
100	0.5	-0.0030319644138217	1.22989445365965
101	0.505	-0.0043216363992542	1.22860478167422
102	0.51	-0.0043216363992542	1.22989445365965
103	0.515	-0.0043216363992542	1.22989445365965
104	0.52	-0.0030319644138217	1.22989445365965
105	0.525	-0.0030319644138217	1.22989445365965
106	0.53	-0.0043216363992542	1.22860478167422
107	0.535	-0.0043216363992542	1.22989445365965
108	0.54	-0.0030319644138217	1.22989445365965
109	0.545	-0.0043216363992542	1.22989445365965
110	0.55	-0.0030319644138217	1.22989445365965
111	0.555	-0.0030319644138217	1.22989445365965
