Number of measurement points: 2085
Sample Rate (Hz): 20
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	0.00083705154247582	0.904897113330662
1	0.05	-0.0352737640496343	0.904897113330662
2	0.1	-0.0365634360350668	0.904897113330662
3	0.15	-0.0352737640496343	0.904897113330662
4	0.2	-0.0352737640496343	0.904897113330662
5	0.25	-0.0339840920642018	0.904897113330662
6	0.3	-0.0365634360350668	0.904897113330662
7	0.35	-0.0352737640496343	0.904897113330662
8	0.4	-0.0365634360350668	0.904897113330662
9	0.45	-0.0352737640496343	0.904897113330662
10	0.5	-0.0378531080204993	0.904897113330662
11	0.55	-0.0339840920642018	0.904897113330662
12	0.6	-0.0365634360350668	0.904897113330662
13	0.65	-0.0326944200787693	0.904897113330662
14	0.7	-0.0352737640496343	0.904897113330662
15	0.75	-0.0326944200787693	0.904897113330662
16	0.8	-0.0352737640496343	0.904897113330662
17	0.85	-0.0314047480933368	0.904897113330662
18	0.9	-0.0339840920642018	0.904897113330662
19	0.95	-0.0339840920642018	0.904897113330662
20	1	-0.0352737640496343	0.904897113330662
21	1.05	-0.0326944200787693	0.904897113330662
22	1.1	-0.0352737640496343	0.904897113330662
23	1.15	-0.0326944200787693	0.904897113330662
24	1.2	-0.0365634360350668	0.904897113330662
25	1.25	-0.0326944200787693	0.904897113330662
26	1.3	-0.0352737640496343	0.904897113330662
27	1.35	-0.0326944200787693	0.904897113330662
28	1.4	-0.0339840920642018	0.904897113330662
29	1.45	-0.0314047480933368	0.904897113330662
30	1.5	-0.0365634360350668	0.904897113330662
31	1.55	-0.0339840920642018	0.904897113330662
32	1.6	-0.0391427800059319	0.904897113330662
33	1.65	-0.0339840920642018	0.904897113330662
34	1.7	-0.0378531080204993	0.904897113330662
35	1.75	-0.0365634360350668	0.90360744134523
36	1.8	-0.0378531080204993	0.904897113330662
37	1.85	-0.0339840920642018	0.904897113330662
38	1.9	-0.0378531080204993	0.904897113330662
39	1.95	-0.0352737640496343	0.904897113330662
40	2	-0.0378531080204993	0.904897113330662
41	2.05	-0.0391427800059319	0.904897113330662
42	2.1	-0.0391427800059319	0.904897113330662
